"job_id","schema_version","name","K","L_add","L_rec","L_dom","L_prec","L_pdom","all_additive","n","L","pve","seed_base","reps_per_chunk","chunk","min_maf","hwe_thresh","min_n_rec","slide_min_obs","delta_prec","delta_pdom","output_file"
578,2,"additive_partial_dominant",4,3,0,0,0,1,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_partial_dominant_add3_rec0_dom0_prec0_pdom1_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
579,2,"additive_partial_dominant",4,3,0,0,0,1,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_partial_dominant_add3_rec0_dom0_prec0_pdom1_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
580,2,"additive_partial_dominant",4,3,0,0,0,1,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_partial_dominant_add3_rec0_dom0_prec0_pdom1_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
581,2,"additive_partial_recessive",4,3,0,0,1,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_partial_recessive_add3_rec0_dom0_prec1_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
582,2,"additive_partial_recessive",4,3,0,0,1,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_partial_recessive_add3_rec0_dom0_prec1_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
583,2,"additive_partial_recessive",4,3,0,0,1,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_partial_recessive_add3_rec0_dom0_prec1_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
584,2,"additive_partial_recessive",4,3,0,0,1,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_partial_recessive_add3_rec0_dom0_prec1_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
585,2,"additive_partial_recessive",4,3,0,0,1,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_partial_recessive_add3_rec0_dom0_prec1_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
586,2,"additive_dominant",4,3,0,1,0,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_dominant_add3_rec0_dom1_prec0_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
587,2,"additive_dominant",4,3,0,1,0,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_dominant_add3_rec0_dom1_prec0_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
588,2,"additive_dominant",4,3,0,1,0,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_dominant_add3_rec0_dom1_prec0_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
589,2,"additive_dominant",4,3,0,1,0,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_dominant_add3_rec0_dom1_prec0_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
590,2,"additive_dominant",4,3,0,1,0,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_dominant_add3_rec0_dom1_prec0_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
591,2,"additive_recessive",4,3,1,0,0,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_recessive_add3_rec1_dom0_prec0_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
592,2,"additive_recessive",4,3,1,0,0,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_recessive_add3_rec1_dom0_prec0_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
593,2,"additive_recessive",4,3,1,0,0,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_recessive_add3_rec1_dom0_prec0_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
594,2,"additive_recessive",4,3,1,0,0,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_recessive_add3_rec1_dom0_prec0_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
595,2,"additive_recessive",4,3,1,0,0,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_recessive_add3_rec1_dom0_prec0_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
596,2,"additive",4,4,0,0,0,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_add4_rec0_dom0_prec0_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
597,2,"additive",4,4,0,0,0,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_add4_rec0_dom0_prec0_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
598,2,"additive",4,4,0,0,0,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_add4_rec0_dom0_prec0_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
599,2,"additive",4,4,0,0,0,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_add4_rec0_dom0_prec0_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
600,2,"additive",4,4,0,0,0,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/additive_add4_rec0_dom0_prec0_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
601,2,"partial_dominant",5,0,0,0,0,5,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_dominant_add0_rec0_dom0_prec0_pdom5_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
602,2,"partial_dominant",5,0,0,0,0,5,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_dominant_add0_rec0_dom0_prec0_pdom5_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
603,2,"partial_dominant",5,0,0,0,0,5,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_dominant_add0_rec0_dom0_prec0_pdom5_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
604,2,"partial_dominant",5,0,0,0,0,5,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_dominant_add0_rec0_dom0_prec0_pdom5_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
605,2,"partial_dominant",5,0,0,0,0,5,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_dominant_add0_rec0_dom0_prec0_pdom5_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
606,2,"partial_recessive_partial_dominant",5,0,0,0,1,4,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec1_pdom4_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
607,2,"partial_recessive_partial_dominant",5,0,0,0,1,4,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec1_pdom4_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
608,2,"partial_recessive_partial_dominant",5,0,0,0,1,4,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec1_pdom4_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
609,2,"partial_recessive_partial_dominant",5,0,0,0,1,4,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec1_pdom4_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
610,2,"partial_recessive_partial_dominant",5,0,0,0,1,4,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec1_pdom4_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
611,2,"partial_recessive_partial_dominant",5,0,0,0,2,3,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec2_pdom3_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
612,2,"partial_recessive_partial_dominant",5,0,0,0,2,3,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec2_pdom3_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
613,2,"partial_recessive_partial_dominant",5,0,0,0,2,3,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec2_pdom3_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
614,2,"partial_recessive_partial_dominant",5,0,0,0,2,3,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec2_pdom3_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
615,2,"partial_recessive_partial_dominant",5,0,0,0,2,3,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec2_pdom3_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
616,2,"partial_recessive_partial_dominant",5,0,0,0,3,2,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom2_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
617,2,"partial_recessive_partial_dominant",5,0,0,0,3,2,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom2_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
618,2,"partial_recessive_partial_dominant",5,0,0,0,3,2,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom2_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
619,2,"partial_recessive_partial_dominant",5,0,0,0,3,2,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom2_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
620,2,"partial_recessive_partial_dominant",5,0,0,0,3,2,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec3_pdom2_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
621,2,"partial_recessive_partial_dominant",5,0,0,0,4,1,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec4_pdom1_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
622,2,"partial_recessive_partial_dominant",5,0,0,0,4,1,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec4_pdom1_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
623,2,"partial_recessive_partial_dominant",5,0,0,0,4,1,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec4_pdom1_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
624,2,"partial_recessive_partial_dominant",5,0,0,0,4,1,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec4_pdom1_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
625,2,"partial_recessive_partial_dominant",5,0,0,0,4,1,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_partial_dominant_add0_rec0_dom0_prec4_pdom1_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
626,2,"partial_recessive",5,0,0,0,5,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec5_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
627,2,"partial_recessive",5,0,0,0,5,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec5_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
628,2,"partial_recessive",5,0,0,0,5,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec5_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
629,2,"partial_recessive",5,0,0,0,5,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec5_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
630,2,"partial_recessive",5,0,0,0,5,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/partial_recessive_add0_rec0_dom0_prec5_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
631,2,"dominant_partial_dominant",5,0,0,1,0,4,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom4_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
632,2,"dominant_partial_dominant",5,0,0,1,0,4,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom4_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
633,2,"dominant_partial_dominant",5,0,0,1,0,4,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom4_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
634,2,"dominant_partial_dominant",5,0,0,1,0,4,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom4_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
635,2,"dominant_partial_dominant",5,0,0,1,0,4,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom1_prec0_pdom4_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
636,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,1,3,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom3_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
637,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,1,3,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom3_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
638,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,1,3,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom3_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
639,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,1,3,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom3_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
640,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,1,3,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec1_pdom3_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
641,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,2,2,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom2_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
642,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,2,2,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom2_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
643,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,2,2,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom2_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
644,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,2,2,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom2_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
645,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,2,2,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec2_pdom2_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
646,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,3,1,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec3_pdom1_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
647,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,3,1,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec3_pdom1_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
648,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,3,1,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec3_pdom1_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
649,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,3,1,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec3_pdom1_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
650,2,"dominant_partial_recessive_partial_dominant",5,0,0,1,3,1,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom1_prec3_pdom1_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
651,2,"dominant_partial_recessive",5,0,0,1,4,0,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec4_pdom0_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
652,2,"dominant_partial_recessive",5,0,0,1,4,0,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec4_pdom0_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
653,2,"dominant_partial_recessive",5,0,0,1,4,0,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec4_pdom0_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
654,2,"dominant_partial_recessive",5,0,0,1,4,0,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec4_pdom0_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
655,2,"dominant_partial_recessive",5,0,0,1,4,0,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_add0_rec0_dom1_prec4_pdom0_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
656,2,"dominant_partial_dominant",5,0,0,2,0,3,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom3_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
657,2,"dominant_partial_dominant",5,0,0,2,0,3,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom3_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
658,2,"dominant_partial_dominant",5,0,0,2,0,3,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom3_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
659,2,"dominant_partial_dominant",5,0,0,2,0,3,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom3_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
660,2,"dominant_partial_dominant",5,0,0,2,0,3,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_dominant_add0_rec0_dom2_prec0_pdom3_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
661,2,"dominant_partial_recessive_partial_dominant",5,0,0,2,1,2,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom2_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
662,2,"dominant_partial_recessive_partial_dominant",5,0,0,2,1,2,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom2_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
663,2,"dominant_partial_recessive_partial_dominant",5,0,0,2,1,2,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom2_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
664,2,"dominant_partial_recessive_partial_dominant",5,0,0,2,1,2,FALSE,500,10,0.3,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom2_n500_L10_pve0.3_seed1000000_reps400_chunk1.RData"
665,2,"dominant_partial_recessive_partial_dominant",5,0,0,2,1,2,FALSE,500,10,0.4,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec1_pdom2_n500_L10_pve0.4_seed1000000_reps400_chunk1.RData"
666,2,"dominant_partial_recessive_partial_dominant",5,0,0,2,2,1,FALSE,500,10,0.05,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec2_pdom1_n500_L10_pve0.05_seed1000000_reps400_chunk1.RData"
667,2,"dominant_partial_recessive_partial_dominant",5,0,0,2,2,1,FALSE,500,10,0.1,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec2_pdom1_n500_L10_pve0.1_seed1000000_reps400_chunk1.RData"
668,2,"dominant_partial_recessive_partial_dominant",5,0,0,2,2,1,FALSE,500,10,0.2,1000000,400,1,0.05,1e-08,5,5,-0.5,0.5,"simulation results/slide_v1/chunks/dominant_partial_recessive_partial_dominant_add0_rec0_dom2_prec2_pdom1_n500_L10_pve0.2_seed1000000_reps400_chunk1.RData"
