"scenario","pve","K","true_coding","called_coding","count"
"Additive + Recessive + Dominant",0.3,5,"additive","additive",353
"Additive + Recessive + Dominant",0.3,5,"additive","recessive",0
"Additive + Recessive + Dominant",0.3,5,"additive","dominant",26
"Additive + Recessive + Dominant",0.3,5,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.3,5,"additive","undetected",3621
"Additive + Recessive + Dominant",0.3,5,"recessive","additive",6
"Additive + Recessive + Dominant",0.3,5,"recessive","recessive",559
"Additive + Recessive + Dominant",0.3,5,"recessive","dominant",0
"Additive + Recessive + Dominant",0.3,5,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.3,5,"recessive","undetected",3435
"Additive + Recessive + Dominant",0.3,5,"dominant","additive",53
"Additive + Recessive + Dominant",0.3,5,"dominant","recessive",0
"Additive + Recessive + Dominant",0.3,5,"dominant","dominant",445
"Additive + Recessive + Dominant",0.3,5,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.3,5,"dominant","undetected",3502
"Additive only",0.3,5,"additive","additive",182
"Additive only",0.3,5,"additive","recessive",0
"Additive only",0.3,5,"additive","dominant",20
"Additive only",0.3,5,"additive","ambiguous",20
"Additive only",0.3,5,"additive","undetected",1778
"Additive only",0.3,5,"recessive","additive",0
"Additive only",0.3,5,"recessive","recessive",0
"Additive only",0.3,5,"recessive","dominant",0
"Additive only",0.3,5,"recessive","ambiguous",0
"Additive only",0.3,5,"recessive","undetected",0
"Additive only",0.3,5,"dominant","additive",0
"Additive only",0.3,5,"dominant","recessive",0
"Additive only",0.3,5,"dominant","dominant",0
"Additive only",0.3,5,"dominant","ambiguous",0
"Additive only",0.3,5,"dominant","undetected",0
"Dominant only",0.3,5,"additive","additive",0
"Dominant only",0.3,5,"additive","recessive",0
"Dominant only",0.3,5,"additive","dominant",0
"Dominant only",0.3,5,"additive","ambiguous",0
"Dominant only",0.3,5,"additive","undetected",0
"Dominant only",0.3,5,"recessive","additive",0
"Dominant only",0.3,5,"recessive","recessive",0
"Dominant only",0.3,5,"recessive","dominant",0
"Dominant only",0.3,5,"recessive","ambiguous",0
"Dominant only",0.3,5,"recessive","undetected",0
"Dominant only",0.3,5,"dominant","additive",27
"Dominant only",0.3,5,"dominant","recessive",0
"Dominant only",0.3,5,"dominant","dominant",193
"Dominant only",0.3,5,"dominant","ambiguous",19
"Dominant only",0.3,5,"dominant","undetected",1761
"Recessive + Dominant",0.3,5,"additive","additive",0
"Recessive + Dominant",0.3,5,"additive","recessive",0
"Recessive + Dominant",0.3,5,"additive","dominant",0
"Recessive + Dominant",0.3,5,"additive","ambiguous",0
"Recessive + Dominant",0.3,5,"additive","undetected",0
"Recessive + Dominant",0.3,5,"recessive","additive",3
"Recessive + Dominant",0.3,5,"recessive","recessive",537
"Recessive + Dominant",0.3,5,"recessive","dominant",0
"Recessive + Dominant",0.3,5,"recessive","ambiguous",0
"Recessive + Dominant",0.3,5,"recessive","undetected",3460
"Recessive + Dominant",0.3,5,"dominant","additive",51
"Recessive + Dominant",0.3,5,"dominant","recessive",0
"Recessive + Dominant",0.3,5,"dominant","dominant",426
"Recessive + Dominant",0.3,5,"dominant","ambiguous",0
"Recessive + Dominant",0.3,5,"dominant","undetected",3523
"Recessive only",0.3,5,"additive","additive",0
"Recessive only",0.3,5,"additive","recessive",0
"Recessive only",0.3,5,"additive","dominant",0
"Recessive only",0.3,5,"additive","ambiguous",0
"Recessive only",0.3,5,"additive","undetected",0
"Recessive only",0.3,5,"recessive","additive",1
"Recessive only",0.3,5,"recessive","recessive",272
"Recessive only",0.3,5,"recessive","dominant",0
"Recessive only",0.3,5,"recessive","ambiguous",0
"Recessive only",0.3,5,"recessive","undetected",1727
"Recessive only",0.3,5,"dominant","additive",0
"Recessive only",0.3,5,"dominant","recessive",0
"Recessive only",0.3,5,"dominant","dominant",0
"Recessive only",0.3,5,"dominant","ambiguous",0
"Recessive only",0.3,5,"dominant","undetected",0
"Additive + Dominant",0.4,5,"additive","additive",535
"Additive + Dominant",0.4,5,"additive","recessive",2
"Additive + Dominant",0.4,5,"additive","dominant",48
"Additive + Dominant",0.4,5,"additive","ambiguous",71
"Additive + Dominant",0.4,5,"additive","undetected",3344
"Additive + Dominant",0.4,5,"recessive","additive",0
"Additive + Dominant",0.4,5,"recessive","recessive",0
"Additive + Dominant",0.4,5,"recessive","dominant",0
"Additive + Dominant",0.4,5,"recessive","ambiguous",0
"Additive + Dominant",0.4,5,"recessive","undetected",0
"Additive + Dominant",0.4,5,"dominant","additive",53
"Additive + Dominant",0.4,5,"dominant","recessive",0
"Additive + Dominant",0.4,5,"dominant","dominant",665
"Additive + Dominant",0.4,5,"dominant","ambiguous",42
"Additive + Dominant",0.4,5,"dominant","undetected",3240
"Additive + Recessive",0.4,5,"additive","additive",587
"Additive + Recessive",0.4,5,"additive","recessive",3
"Additive + Recessive",0.4,5,"additive","dominant",48
"Additive + Recessive",0.4,5,"additive","ambiguous",0
"Additive + Recessive",0.4,5,"additive","undetected",3362
"Additive + Recessive",0.4,5,"recessive","additive",0
"Additive + Recessive",0.4,5,"recessive","recessive",798
"Additive + Recessive",0.4,5,"recessive","dominant",0
"Additive + Recessive",0.4,5,"recessive","ambiguous",0
"Additive + Recessive",0.4,5,"recessive","undetected",3202
"Additive + Recessive",0.4,5,"dominant","additive",0
"Additive + Recessive",0.4,5,"dominant","recessive",0
"Additive + Recessive",0.4,5,"dominant","dominant",0
"Additive + Recessive",0.4,5,"dominant","ambiguous",0
"Additive + Recessive",0.4,5,"dominant","undetected",0
"Additive + Recessive + Dominant",0.4,5,"additive","additive",551
"Additive + Recessive + Dominant",0.4,5,"additive","recessive",2
"Additive + Recessive + Dominant",0.4,5,"additive","dominant",51
"Additive + Recessive + Dominant",0.4,5,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.4,5,"additive","undetected",3396
"Additive + Recessive + Dominant",0.4,5,"recessive","additive",1
"Additive + Recessive + Dominant",0.4,5,"recessive","recessive",796
"Additive + Recessive + Dominant",0.4,5,"recessive","dominant",0
"Additive + Recessive + Dominant",0.4,5,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.4,5,"recessive","undetected",3203
"Additive + Recessive + Dominant",0.4,5,"dominant","additive",53
"Additive + Recessive + Dominant",0.4,5,"dominant","recessive",0
"Additive + Recessive + Dominant",0.4,5,"dominant","dominant",646
"Additive + Recessive + Dominant",0.4,5,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.4,5,"dominant","undetected",3301
"Additive only",0.4,5,"additive","additive",282
"Additive only",0.4,5,"additive","recessive",0
"Additive only",0.4,5,"additive","dominant",25
"Additive only",0.4,5,"additive","ambiguous",28
"Additive only",0.4,5,"additive","undetected",1665
"Additive only",0.4,5,"recessive","additive",0
"Additive only",0.4,5,"recessive","recessive",0
"Additive only",0.4,5,"recessive","dominant",0
"Additive only",0.4,5,"recessive","ambiguous",0
"Additive only",0.4,5,"recessive","undetected",0
"Additive only",0.4,5,"dominant","additive",0
"Additive only",0.4,5,"dominant","recessive",0
"Additive only",0.4,5,"dominant","dominant",0
"Additive only",0.4,5,"dominant","ambiguous",0
"Additive only",0.4,5,"dominant","undetected",0
"Dominant only",0.4,5,"additive","additive",0
"Dominant only",0.4,5,"additive","recessive",0
"Dominant only",0.4,5,"additive","dominant",0
"Dominant only",0.4,5,"additive","ambiguous",0
"Dominant only",0.4,5,"additive","undetected",0
"Dominant only",0.4,5,"recessive","additive",0
"Dominant only",0.4,5,"recessive","recessive",0
"Dominant only",0.4,5,"recessive","dominant",0
"Dominant only",0.4,5,"recessive","ambiguous",0
"Dominant only",0.4,5,"recessive","undetected",0
"Dominant only",0.4,5,"dominant","additive",37
"Dominant only",0.4,5,"dominant","recessive",0
"Dominant only",0.4,5,"dominant","dominant",308
"Dominant only",0.4,5,"dominant","ambiguous",29
"Dominant only",0.4,5,"dominant","undetected",1626
"Recessive + Dominant",0.4,5,"additive","additive",0
"Recessive + Dominant",0.4,5,"additive","recessive",0
"Recessive + Dominant",0.4,5,"additive","dominant",0
"Recessive + Dominant",0.4,5,"additive","ambiguous",0
"Recessive + Dominant",0.4,5,"additive","undetected",0
"Recessive + Dominant",0.4,5,"recessive","additive",0
"Recessive + Dominant",0.4,5,"recessive","recessive",772
"Recessive + Dominant",0.4,5,"recessive","dominant",0
"Recessive + Dominant",0.4,5,"recessive","ambiguous",0
"Recessive + Dominant",0.4,5,"recessive","undetected",3228
"Recessive + Dominant",0.4,5,"dominant","additive",55
"Recessive + Dominant",0.4,5,"dominant","recessive",0
"Recessive + Dominant",0.4,5,"dominant","dominant",654
"Recessive + Dominant",0.4,5,"dominant","ambiguous",0
"Recessive + Dominant",0.4,5,"dominant","undetected",3291
"Recessive only",0.4,5,"additive","additive",0
"Recessive only",0.4,5,"additive","recessive",0
"Recessive only",0.4,5,"additive","dominant",0
"Recessive only",0.4,5,"additive","ambiguous",0
"Recessive only",0.4,5,"additive","undetected",0
"Recessive only",0.4,5,"recessive","additive",0
"Recessive only",0.4,5,"recessive","recessive",385
"Recessive only",0.4,5,"recessive","dominant",0
"Recessive only",0.4,5,"recessive","ambiguous",0
"Recessive only",0.4,5,"recessive","undetected",1615
"Recessive only",0.4,5,"dominant","additive",0
"Recessive only",0.4,5,"dominant","recessive",0
"Recessive only",0.4,5,"dominant","dominant",0
"Recessive only",0.4,5,"dominant","ambiguous",0
"Recessive only",0.4,5,"dominant","undetected",0
