"chunk","gene"
97,"MVK"
97,"MVP"
97,"MX1"
97,"MX2"
97,"MXD1"
97,"MXD3"
97,"MXD4"
97,"MXI1"
97,"MXRA5"
97,"MXRA7"
97,"MXRA8"
97,"MYADM"
97,"MYADML2"
97,"MYB"
97,"MYBBP1A"
97,"MYBL1"
97,"MYBL2"
97,"MYBPC1"
97,"MYBPC2"
97,"MYBPC3"
97,"MYBPH"
97,"MYBPHL"
97,"MYC"
97,"MYCBP"
97,"MYCBP2"
97,"MYCBPAP"
97,"MYCL"
97,"MYCN"
97,"MYCT1"
97,"MYD88"
97,"MYDGF"
97,"MYEF2"
97,"MYEOV"
97,"MYF5"
97,"MYF6"
97,"MYH1"
97,"MYH10"
97,"MYH11"
97,"MYH13"
97,"MYH14"
97,"MYH15"
97,"MYH2"
97,"MYH3"
97,"MYH4"
97,"MYH6"
97,"MYH7"
97,"MYH7B"
97,"MYH8"
97,"MYH9"
97,"MYL1"
97,"MYL10"
97,"MYL12A"
97,"MYL12B"
97,"MYL2"
97,"MYL3"
97,"MYL4"
97,"MYL5"
97,"MYL6"
97,"MYL6B"
97,"MYL7"
97,"MYL9"
97,"MYLIP"
97,"MYLK"
97,"MYLK2"
97,"MYLK3"
97,"MYLK4"
97,"MYLPF"
97,"MYNN"
97,"MYO10"
97,"MYO15A"
97,"MYO15B"
97,"MYO16"
97,"MYO18A"
97,"MYO18B"
97,"MYO19"
97,"MYO1A"
97,"MYO1B"
97,"MYO1C"
97,"MYO1D"
97,"MYO1E"
97,"MYO1F"
97,"MYO1G"
97,"MYO1H"
97,"MYO3A"
97,"MYO3B"
97,"MYO5A"
97,"MYO5B"
97,"MYO5C"
97,"MYO6"
97,"MYO7A"
98,"MYO7B"
98,"MYO9A"
98,"MYO9B"
98,"MYOC"
98,"MYOCD"
98,"MYOD1"
98,"MYOF"
98,"MYOG"
98,"MYOM1"
98,"MYOM2"
98,"MYOM3"
98,"MYOT"
98,"MYOZ1"
98,"MYOZ2"
98,"MYOZ3"
98,"MYPN"
98,"MYPOP"
98,"MYRF"
98,"MYRFL"
98,"MYRIP"
98,"MYSM1"
98,"MYT1"
98,"MYT1L"
98,"MYZAP"
98,"MZB1"
98,"MZF1"
98,"MZT1"
98,"MZT2A"
98,"MZT2B"
98,"N4BP1"
98,"N4BP2"
98,"N4BP2L1"
98,"N4BP2L2"
98,"N4BP3"
98,"N6AMT1"
98,"NAA10"
98,"NAA11"
98,"NAA15"
98,"NAA16"
98,"NAA20"
98,"NAA25"
98,"NAA30"
98,"NAA35"
98,"NAA38"
98,"NAA40"
98,"NAA50"
98,"NAA60"
98,"NAAA"
98,"NAALAD2"
98,"NAALADL1"
98,"NAALADL2"
98,"NAB1"
98,"NAB2"
98,"NABP1"
98,"NABP2"
98,"NACA"
98,"NACA2"
98,"NACAD"
98,"NACC1"
98,"NACC2"
98,"NADK"
98,"NADK2"
98,"NADSYN1"
98,"NAE1"
98,"NAF1"
98,"NAGA"
98,"NAGK"
98,"NAGLU"
98,"NAGPA"
98,"NAGS"
98,"NAIF1"
98,"NAIP"
98,"NALCN"
98,"NAMPT"
98,"NANOG"
98,"NANOGNB"
98,"NANOGP8"
98,"NANOS1"
98,"NANOS2"
98,"NANOS3"
98,"NANP"
98,"NANS"
98,"NAP1L1"
98,"NAP1L2"
98,"NAP1L3"
98,"NAP1L4"
98,"NAP1L5"
98,"NAPA"
98,"NAPB"
98,"NAPEPLD"
98,"NAPG"
98,"NAPRT"
98,"NAPSA"
98,"NARF"
98,"NARS2"
98,"NASP"
98,"NAT1"
98,"NAT10"
98,"NAT14"
98,"NAT16"
99,"NAT2"
99,"NAT8"
99,"NAT8L"
99,"NAT9"
99,"NATD1"
99,"NAV1"
99,"NAV2"
99,"NAV3"
99,"NAXD"
99,"NAXE"
99,"NBAS"
99,"NBDY"
99,"NBEA"
99,"NBEAL1"
99,"NBEAL2"
99,"NBL1"
99,"NBN"
99,"NBPF1"
99,"NBPF10"
99,"NBPF11"
99,"NBPF12"
99,"NBPF14"
99,"NBPF15"
99,"NBPF19"
99,"NBPF20"
99,"NBPF26"
99,"NBPF3"
99,"NBPF4"
99,"NBPF6"
99,"NBPF9"
99,"NBR1"
99,"NCALD"
99,"NCAM1"
99,"NCAM2"
99,"NCAN"
99,"NCAPD2"
99,"NCAPD3"
99,"NCAPG"
99,"NCAPG2"
99,"NCAPH"
99,"NCAPH2"
99,"NCBP1"
99,"NCBP2"
99,"NCBP2L"
99,"NCBP3"
99,"NCCRP1"
99,"NCDN"
99,"NCEH1"
99,"NCF1"
99,"NCF2"
99,"NCF4"
99,"NCK1"
99,"NCK2"
99,"NCKAP1"
99,"NCKAP1L"
99,"NCKAP5"
99,"NCKAP5L"
99,"NCKIPSD"
99,"NCL"
99,"NCLN"
99,"NCMAP"
99,"NCOA1"
99,"NCOA2"
99,"NCOA3"
99,"NCOA4"
99,"NCOA5"
99,"NCOA6"
99,"NCOA7"
99,"NCOR1"
99,"NCOR2"
99,"NCR1"
99,"NCR2"
99,"NCR3"
99,"NCR3LG1"
99,"NCS1"
99,"NCSTN"
99,"NDC1"
99,"NDC80"
99,"NDE1"
99,"NDEL1"
99,"NDFIP1"
99,"NDFIP2"
99,"NDN"
99,"NDNF"
99,"NDOR1"
99,"NDP"
99,"NDRG1"
99,"NDRG2"
99,"NDRG3"
99,"NDRG4"
99,"NDST1"
99,"NDST2"
99,"NDST3"
99,"NDST4"
99,"NDUFA1"
99,"NDUFA10"
99,"NDUFA11"
99,"NDUFA12"
99,"NDUFA13"
99,"NDUFA2"
100,"NDUFA3"
100,"NDUFA4"
100,"NDUFA4L2"
100,"NDUFA5"
100,"NDUFA6"
100,"NDUFA7"
100,"NDUFA8"
100,"NDUFA9"
100,"NDUFAB1"
100,"NDUFAF1"
100,"NDUFAF2"
100,"NDUFAF3"
100,"NDUFAF4"
100,"NDUFAF5"
100,"NDUFAF6"
100,"NDUFAF7"
100,"NDUFAF8"
100,"NDUFB1"
100,"NDUFB10"
100,"NDUFB11"
100,"NDUFB2"
100,"NDUFB3"
100,"NDUFB4"
100,"NDUFB5"
100,"NDUFB6"
100,"NDUFB7"
100,"NDUFB8"
100,"NDUFB9"
100,"NDUFC1"
100,"NDUFC2"
100,"NDUFS1"
100,"NDUFS2"
100,"NDUFS3"
100,"NDUFS4"
100,"NDUFS5"
100,"NDUFS6"
100,"NDUFS7"
100,"NDUFS8"
100,"NDUFV1"
100,"NDUFV2"
100,"NDUFV3"
100,"NEB"
100,"NEBL"
100,"NECAB1"
100,"NECAB2"
100,"NECAB3"
100,"NECAP1"
100,"NECAP2"
100,"NECTIN1"
100,"NECTIN2"
100,"NECTIN3"
100,"NECTIN4"
100,"NEDD1"
100,"NEDD4"
100,"NEDD4L"
100,"NEDD8"
100,"NEDD9"
100,"NEFH"
100,"NEFL"
100,"NEFM"
100,"NEGR1"
100,"NEIL1"
100,"NEIL2"
100,"NEIL3"
100,"NEK1"
100,"NEK10"
100,"NEK11"
100,"NEK2"
100,"NEK3"
100,"NEK4"
100,"NEK5"
100,"NEK6"
100,"NEK7"
100,"NEK8"
100,"NEK9"
100,"NELFA"
100,"NELFB"
100,"NELFCD"
100,"NELFE"
100,"NELL1"
100,"NELL2"
100,"NEMF"
100,"NEMP1"
100,"NEMP2"
100,"NENF"
100,"NEO1"
100,"NEPRO"
100,"NES"
100,"NET1"
100,"NETO1"
100,"NETO2"
100,"NEU1"
100,"NEU2"
100,"NEU3"
100,"NEU4"
100,"NEURL1"
100,"NEURL1B"
100,"NEURL2"
100,"NEURL3"
100,"NEURL4"
101,"NEUROD1"
101,"NEUROD2"
101,"NEUROD4"
101,"NEUROD6"
101,"NEUROG1"
101,"NEUROG2"
101,"NEUROG3"
101,"NEXN"
101,"NF1"
101,"NF2"
101,"NFAM1"
101,"NFASC"
101,"NFAT5"
101,"NFATC1"
101,"NFATC2"
101,"NFATC2IP"
101,"NFATC3"
101,"NFATC4"
101,"NFE2"
101,"NFE2L1"
101,"NFE2L2"
101,"NFE2L3"
101,"NFIA"
101,"NFIB"
101,"NFIC"
101,"NFIL3"
101,"NFIX"
101,"NFKB1"
101,"NFKB2"
101,"NFKBIA"
101,"NFKBIB"
101,"NFKBID"
101,"NFKBIE"
101,"NFKBIL1"
101,"NFKBIZ"
101,"NFRKB"
101,"NFS1"
101,"NFU1"
101,"NFX1"
101,"NFXL1"
101,"NFYA"
101,"NFYB"
101,"NFYC"
101,"NGB"
101,"NGDN"
101,"NGEF"
101,"NGF"
101,"NGFR"
101,"NGLY1"
101,"NGRN"
101,"NHEJ1"
101,"NHLH1"
101,"NHLH2"
101,"NHLRC1"
101,"NHLRC2"
101,"NHLRC3"
101,"NHLRC4"
101,"NHP2"
101,"NHS"
101,"NHSL1"
101,"NHSL2"
101,"NICN1"
101,"NID1"
101,"NID2"
101,"NIF3L1"
101,"NIFK"
101,"NIM1K"
101,"NIN"
101,"NINJ1"
101,"NINJ2"
101,"NINL"
101,"NIP7"
101,"NIPA1"
101,"NIPA2"
101,"NIPAL1"
101,"NIPAL2"
101,"NIPAL3"
101,"NIPAL4"
101,"NIPBL"
101,"NIPSNAP1"
101,"NIPSNAP3A"
101,"NIPSNAP3B"
101,"NISCH"
101,"NIT1"
101,"NIT2"
101,"NKAIN1"
101,"NKAIN2"
101,"NKAIN3"
101,"NKAIN4"
101,"NKAP"
101,"NKAPL"
101,"NKD1"
101,"NKD2"
101,"NKG7"
101,"NKIRAS1"
101,"NKIRAS2"
101,"NKPD1"
101,"NKRF"
101,"NKTR"
101,"NKX1-1"
102,"NKX1-2"
102,"NKX2-1"
102,"NKX2-2"
102,"NKX2-3"
102,"NKX2-4"
102,"NKX2-5"
102,"NKX2-6"
102,"NKX2-8"
102,"NKX3-1"
102,"NKX3-2"
102,"NKX6-1"
102,"NKX6-2"
102,"NKX6-3"
102,"NLE1"
102,"NLGN1"
102,"NLGN2"
102,"NLGN3"
102,"NLGN4X"
102,"NLGN4Y"
102,"NLK"
102,"NLN"
102,"NLRC3"
102,"NLRC4"
102,"NLRC5"
102,"NLRP1"
102,"NLRP10"
102,"NLRP11"
102,"NLRP12"
102,"NLRP13"
102,"NLRP14"
102,"NLRP2"
102,"NLRP2B"
102,"NLRP3"
102,"NLRP4"
102,"NLRP5"
102,"NLRP6"
102,"NLRP7"
102,"NLRP8"
102,"NLRP9"
102,"NLRX1"
102,"NMB"
102,"NMBR"
102,"NMD3"
102,"NME1"
102,"NME2"
102,"NME3"
102,"NME4"
102,"NME5"
102,"NME6"
102,"NME7"
102,"NME8"
102,"NME9"
102,"NMI"
102,"NMNAT1"
102,"NMNAT2"
102,"NMNAT3"
102,"NMRAL1"
102,"NMRK1"
102,"NMRK2"
102,"NMS"
102,"NMT1"
102,"NMT2"
102,"NMU"
102,"NMUR1"
102,"NMUR2"
102,"NNAT"
102,"NNMT"
102,"NNT"
102,"NOA1"
102,"NOB1"
102,"NOBOX"
102,"NOC2L"
102,"NOC3L"
102,"NOC4L"
102,"NOCT"
102,"NOD1"
102,"NOD2"
102,"NODAL"
102,"NOG"
102,"NOL10"
102,"NOL11"
102,"NOL12"
102,"NOL3"
102,"NOL4"
102,"NOL4L"
102,"NOL6"
102,"NOL7"
102,"NOL8"
102,"NOL9"
102,"NOLC1"
102,"NOM1"
102,"NOMO1"
102,"NOMO2"
102,"NOMO3"
102,"NONO"
102,"NOP10"
102,"NOP14"
102,"NOP16"
102,"NOP2"
102,"NOP56"
103,"NOP58"
103,"NOP9"
103,"NOS1"
103,"NOS1AP"
103,"NOS2"
103,"NOS3"
103,"NOSIP"
103,"NOSTRIN"
103,"NOTCH1"
103,"NOTCH2"
103,"NOTCH3"
103,"NOTCH4"
103,"NOTO"
103,"NOTUM"
103,"NOVA1"
103,"NOVA2"
103,"NOX1"
103,"NOX3"
103,"NOX4"
103,"NOX5"
103,"NOXA1"
103,"NOXO1"
103,"NOXRED1"
103,"NPAP1"
103,"NPAS1"
103,"NPAS2"
103,"NPAS3"
103,"NPAS4"
103,"NPAT"
103,"NPBWR1"
103,"NPBWR2"
103,"NPC1"
103,"NPC1L1"
103,"NPC2"
103,"NPDC1"
103,"NPEPL1"
103,"NPEPPS"
103,"NPFF"
103,"NPFFR1"
103,"NPFFR2"
103,"NPHP1"
103,"NPHP3"
103,"NPHP4"
103,"NPHS1"
103,"NPHS2"
103,"NPIPA1"
103,"NPIPA2"
103,"NPIPA3"
103,"NPIPA5"
103,"NPIPA7"
103,"NPIPA8"
103,"NPIPB11"
103,"NPIPB12"
103,"NPIPB13"
103,"NPIPB15"
103,"NPIPB2"
103,"NPIPB3"
103,"NPIPB4"
103,"NPIPB5"
103,"NPIPB6"
103,"NPIPB7"
103,"NPIPB8"
103,"NPIPB9"
103,"NPL"
103,"NPLOC4"
103,"NPM1"
103,"NPM2"
103,"NPM3"
103,"NPNT"
103,"NPPA"
103,"NPPB"
103,"NPPC"
103,"NPR1"
103,"NPR2"
103,"NPR3"
103,"NPRL2"
103,"NPRL3"
103,"NPS"
103,"NPSR1"
103,"NPTN"
103,"NPTX1"
103,"NPTX2"
103,"NPTXR"
103,"NPVF"
103,"NPW"
103,"NPY"
103,"NPY1R"
103,"NPY2R"
103,"NPY4R"
103,"NPY5R"
103,"NQO1"
103,"NQO2"
103,"NR0B1"
103,"NR0B2"
103,"NR1D1"
103,"NR1D2"
103,"NR1H2"
103,"NR1H3"
103,"NR1H4"
103,"NR1I2"
104,"NR1I3"
104,"NR2C1"
104,"NR2C2"
104,"NR2C2AP"
104,"NR2E1"
104,"NR2E3"
104,"NR2F1"
104,"NR2F2"
104,"NR2F6"
104,"NR3C1"
104,"NR3C2"
104,"NR4A1"
104,"NR4A2"
104,"NR4A3"
104,"NR5A1"
104,"NR5A2"
104,"NR6A1"
104,"NRAP"
104,"NRARP"
104,"NRAS"
104,"NRBF2"
104,"NRBP1"
104,"NRBP2"
104,"NRCAM"
104,"NRDC"
104,"NRDE2"
104,"NREP"
104,"NRF1"
104,"NRG1"
104,"NRG2"
104,"NRG3"
104,"NRG4"
104,"NRGN"
104,"NRIP1"
104,"NRIP2"
104,"NRIP3"
104,"NRK"
104,"NRL"
104,"NRM"
104,"NRN1"
104,"NRN1L"
104,"NRP1"
104,"NRP2"
104,"NRROS"
104,"NRSN1"
104,"NRSN2"
104,"NRTN"
104,"NRXN1"
104,"NRXN2"
104,"NRXN3"
104,"NSA2"
104,"NSD1"
104,"NSD2"
104,"NSD3"
104,"NSDHL"
104,"NSF"
104,"NSFL1C"
104,"NSG1"
104,"NSL1"
104,"NSMAF"
104,"NSMCE1"
104,"NSMCE2"
104,"NSMCE3"
104,"NSMCE4A"
104,"NSMF"
104,"NSRP1"
104,"NSUN2"
104,"NSUN3"
104,"NSUN4"
104,"NSUN5"
104,"NSUN6"
104,"NSUN7"
104,"NT5C"
104,"NT5C1A"
104,"NT5C1B"
104,"NT5C2"
104,"NT5C3A"
104,"NT5C3B"
104,"NT5DC1"
104,"NT5DC2"
104,"NT5DC3"
104,"NT5DC4"
104,"NT5E"
104,"NT5M"
104,"NTAN1"
104,"NTF3"
104,"NTF4"
104,"NTHL1"
104,"NTM"
104,"NTMT1"
104,"NTN1"
104,"NTN3"
104,"NTN4"
104,"NTN5"
104,"NTNG1"
104,"NTNG2"
104,"NTPCR"
104,"NTRK1"
104,"NTRK2"
104,"NTRK3"
105,"NTS"
105,"NTSR1"
105,"NTSR2"
105,"NUAK1"
105,"NUAK2"
105,"NUB1"
105,"NUBP1"
105,"NUBP2"
105,"NUBPL"
105,"NUCB1"
105,"NUCB2"
105,"NUCKS1"
105,"NUDC"
105,"NUDCD1"
105,"NUDCD2"
105,"NUDCD3"
105,"NUDT1"
105,"NUDT10"
105,"NUDT11"
105,"NUDT12"
105,"NUDT13"
105,"NUDT14"
105,"NUDT15"
105,"NUDT16"
105,"NUDT16L1"
105,"NUDT17"
105,"NUDT18"
105,"NUDT19"
105,"NUDT2"
105,"NUDT21"
105,"NUDT22"
105,"NUDT3"
105,"NUDT4"
105,"NUDT5"
105,"NUDT6"
105,"NUDT7"
105,"NUDT8"
105,"NUDT9"
105,"NUF2"
105,"NUFIP1"
105,"NUFIP2"
105,"NUGGC"
105,"NUMA1"
105,"NUMB"
105,"NUMBL"
105,"NUP107"
105,"NUP133"
105,"NUP153"
105,"NUP155"
105,"NUP160"
105,"NUP188"
105,"NUP205"
105,"NUP210"
105,"NUP210L"
105,"NUP214"
105,"NUP35"
105,"NUP37"
105,"NUP43"
105,"NUP50"
105,"NUP54"
105,"NUP58"
105,"NUP62"
105,"NUP62CL"
105,"NUP85"
105,"NUP88"
105,"NUP93"
105,"NUP98"
105,"NUPR1"
105,"NUPR2"
105,"NUS1"
105,"NUSAP1"
105,"NUTF2"
105,"NUTM1"
105,"NUTM2A"
105,"NUTM2B"
105,"NUTM2D"
105,"NUTM2E"
105,"NUTM2F"
105,"NUTM2G"
105,"NVL"
105,"NWD1"
105,"NWD2"
105,"NXF1"
105,"NXF2"
105,"NXF2B"
105,"NXF3"
105,"NXN"
105,"NXNL1"
105,"NXNL2"
105,"NXPE1"
105,"NXPE2"
105,"NXPE3"
105,"NXPE4"
105,"NXPH1"
105,"NXPH2"
105,"NXPH3"
105,"NXPH4"
105,"NXT1"
105,"NXT2"
105,"NYAP1"
106,"NYAP2"
106,"NYNRIN"
106,"NYX"
106,"OAF"
106,"OARD1"
106,"OAS1"
106,"OAS2"
106,"OAS3"
106,"OASL"
106,"OAT"
106,"OAZ1"
106,"OAZ2"
106,"OAZ3"
106,"OBP2A"
106,"OBP2B"
106,"OBSCN"
106,"OBSL1"
106,"OC90"
106,"OCA2"
106,"OCEL1"
106,"OCIAD1"
106,"OCIAD2"
106,"OCLN"
106,"OCM"
106,"OCM2"
106,"OCRL"
106,"OCSTAMP"
106,"ODAM"
106,"ODC1"
106,"ODF1"
106,"ODF2"
106,"ODF2L"
106,"ODF3"
106,"ODF3B"
106,"ODF3L1"
106,"ODF3L2"
106,"ODF4"
106,"OFD1"
106,"OGDH"
106,"OGDHL"
106,"OGFOD1"
106,"OGFOD2"
106,"OGFOD3"
106,"OGFR"
106,"OGFRL1"
106,"OGG1"
106,"OGN"
106,"OGT"
106,"OIP5"
106,"OIT3"
106,"OLA1"
106,"OLAH"
106,"OLFM1"
106,"OLFM2"
106,"OLFM3"
106,"OLFM4"
106,"OLFML1"
106,"OLFML2A"
106,"OLFML2B"
106,"OLFML3"
106,"OLIG1"
106,"OLIG2"
106,"OLIG3"
106,"OLR1"
106,"OMA1"
106,"OMD"
106,"OMG"
106,"OMP"
106,"ONECUT1"
106,"ONECUT2"
106,"ONECUT3"
106,"OOEP"
106,"OOSP1"
106,"OOSP2"
106,"OPA1"
106,"OPA3"
106,"OPALIN"
106,"OPCML"
106,"OPHN1"
106,"OPLAH"
106,"OPN1LW"
106,"OPN1MW"
106,"OPN1MW2"
106,"OPN1MW3"
106,"OPN1SW"
106,"OPN3"
106,"OPN4"
106,"OPN5"
106,"OPRD1"
106,"OPRK1"
106,"OPRL1"
106,"OPRM1"
106,"OPRPN"
106,"OPTC"
106,"OPTN"
106,"OR10A2"
106,"OR10A3"
106,"OR10A4"
106,"OR10A5"
106,"OR10A6"
107,"OR10A7"
107,"OR10AD1"
107,"OR10AG1"
107,"OR10C1"
107,"OR10D3"
107,"OR10G2"
107,"OR10G3"
107,"OR10G4"
107,"OR10G6"
107,"OR10G7"
107,"OR10G8"
107,"OR10G9"
107,"OR10H1"
107,"OR10H2"
107,"OR10H3"
107,"OR10H4"
107,"OR10H5"
107,"OR10J1"
107,"OR10J5"
107,"OR10K1"
107,"OR10K2"
107,"OR10P1"
107,"OR10Q1"
107,"OR10R2"
107,"OR10S1"
107,"OR10T2"
107,"OR10V1"
107,"OR10W1"
107,"OR10X1"
107,"OR10Z1"
107,"OR11A1"
107,"OR11G2"
107,"OR11H1"
107,"OR11H12"
107,"OR11H2"
107,"OR11H4"
107,"OR11H6"
107,"OR11L1"
107,"OR12D2"
107,"OR12D3"
107,"OR13A1"
107,"OR13C2"
107,"OR13C3"
107,"OR13C4"
107,"OR13C5"
107,"OR13C8"
107,"OR13C9"
107,"OR13D1"
107,"OR13F1"
107,"OR13G1"
107,"OR13H1"
107,"OR13J1"
107,"OR14A16"
107,"OR14A2"
107,"OR14C36"
107,"OR14I1"
107,"OR14J1"
107,"OR14K1"
107,"OR14L1P"
107,"OR1A1"
107,"OR1A2"
107,"OR1B1"
107,"OR1C1"
107,"OR1D2"
107,"OR1D5"
107,"OR1E1"
107,"OR1E2"
107,"OR1F1"
107,"OR1G1"
107,"OR1I1"
107,"OR1J1"
107,"OR1J2"
107,"OR1J4"
107,"OR1K1"
107,"OR1L1"
107,"OR1L3"
107,"OR1L4"
107,"OR1L6"
107,"OR1L8"
107,"OR1M1"
107,"OR1N1"
107,"OR1N2"
107,"OR1Q1"
107,"OR1R1P"
107,"OR1S1"
107,"OR1S2"
107,"OR2A1"
107,"OR2A12"
107,"OR2A14"
107,"OR2A2"
107,"OR2A25"
107,"OR2A4"
107,"OR2A42"
107,"OR2A5"
107,"OR2A7"
107,"OR2AE1"
107,"OR2AG1"
107,"OR2AG2"
107,"OR2AJ1"
107,"OR2AK2"
108,"OR2AP1"
108,"OR2AT4"
108,"OR2B11"
108,"OR2B2"
108,"OR2B3"
108,"OR2B6"
108,"OR2C1"
108,"OR2C3"
108,"OR2D2"
108,"OR2D3"
108,"OR2F1"
108,"OR2F2"
108,"OR2G2"
108,"OR2G3"
108,"OR2G6"
108,"OR2H1"
108,"OR2H2"
108,"OR2I1P"
108,"OR2J1"
108,"OR2J2"
108,"OR2J3"
108,"OR2K2"
108,"OR2L13"
108,"OR2L2"
108,"OR2L3"
108,"OR2L5"
108,"OR2L8"
108,"OR2M2"
108,"OR2M3"
108,"OR2M4"
108,"OR2M5"
108,"OR2M7"
108,"OR2S2"
108,"OR2T1"
108,"OR2T10"
108,"OR2T11"
108,"OR2T12"
108,"OR2T2"
108,"OR2T27"
108,"OR2T29"
108,"OR2T3"
108,"OR2T33"
108,"OR2T34"
108,"OR2T35"
108,"OR2T4"
108,"OR2T5"
108,"OR2T6"
108,"OR2T8"
108,"OR2V1"
108,"OR2V2"
108,"OR2W1"
108,"OR2W3"
108,"OR2Y1"
108,"OR2Z1"
108,"OR3A1"
108,"OR3A2"
108,"OR3A3"
108,"OR4A15"
108,"OR4A16"
108,"OR4A47"
108,"OR4A5"
108,"OR4B1"
108,"OR4C11"
108,"OR4C12"
108,"OR4C13"
108,"OR4C15"
108,"OR4C16"
108,"OR4C3"
108,"OR4C46"
108,"OR4C5"
108,"OR4C6"
108,"OR4D1"
108,"OR4D10"
108,"OR4D11"
108,"OR4D2"
108,"OR4D5"
108,"OR4D6"
108,"OR4D9"
108,"OR4E1"
108,"OR4E2"
108,"OR4F15"
108,"OR4F16"
108,"OR4F17"
108,"OR4F21"
108,"OR4F29"
108,"OR4F3"
108,"OR4F4"
108,"OR4F5"
108,"OR4F6"
108,"OR4K1"
108,"OR4K13"
108,"OR4K14"
108,"OR4K15"
108,"OR4K17"
108,"OR4K2"
108,"OR4K5"
108,"OR4L1"
108,"OR4M1"
108,"OR4M2"
108,"OR4N2"
109,"OR4N4"
109,"OR4N5"
109,"OR4P4"
109,"OR4Q3"
109,"OR4S1"
109,"OR4S2"
109,"OR4X1"
109,"OR4X2"
109,"OR51A2"
109,"OR51A4"
109,"OR51A7"
109,"OR51B2"
109,"OR51B4"
109,"OR51B5"
109,"OR51B6"
109,"OR51C1P"
109,"OR51D1"
109,"OR51E1"
109,"OR51E2"
109,"OR51F1"
109,"OR51F2"
109,"OR51G1"
109,"OR51G2"
109,"OR51I1"
109,"OR51I2"
109,"OR51L1"
109,"OR51M1"
109,"OR51Q1"
109,"OR51S1"
109,"OR51T1"
109,"OR51V1"
109,"OR52A1"
109,"OR52A5"
109,"OR52B2"
109,"OR52B4"
109,"OR52B6"
109,"OR52D1"
109,"OR52E2"
109,"OR52E4"
109,"OR52E5"
109,"OR52E6"
109,"OR52E8"
109,"OR52H1"
109,"OR52I1"
109,"OR52I2"
109,"OR52J3"
109,"OR52K1"
109,"OR52K2"
109,"OR52L1"
109,"OR52M1"
109,"OR52N1"
109,"OR52N2"
109,"OR52N4"
109,"OR52N5"
109,"OR52R1"
109,"OR52W1"
109,"OR56A1"
109,"OR56A3"
109,"OR56A4"
109,"OR56A5"
109,"OR56B1"
109,"OR56B2P"
109,"OR56B4"
109,"OR5A1"
109,"OR5A2"
109,"OR5AC2"
109,"OR5AK2"
109,"OR5AN1"
109,"OR5AP2"
109,"OR5AR1"
109,"OR5AS1"
109,"OR5AU1"
109,"OR5B12"
109,"OR5B17"
109,"OR5B2"
109,"OR5B21"
109,"OR5B3"
109,"OR5BS1P"
109,"OR5C1"
109,"OR5D13"
109,"OR5D14"
109,"OR5D16"
109,"OR5D18"
109,"OR5D3P"
109,"OR5F1"
109,"OR5H1"
109,"OR5H14"
109,"OR5H15"
109,"OR5H2"
109,"OR5H6"
109,"OR5I1"
109,"OR5J2"
109,"OR5K1"
109,"OR5K2"
109,"OR5K3"
109,"OR5K4"
109,"OR5L1"
109,"OR5L2"
109,"OR5M1"
109,"OR5M10"
110,"OR5M11"
110,"OR5M3"
110,"OR5M8"
110,"OR5M9"
110,"OR5P2"
110,"OR5P3"
110,"OR5T1"
110,"OR5T2"
110,"OR5T3"
110,"OR5V1"
110,"OR5W2"
110,"OR6A2"
110,"OR6B1"
110,"OR6B2"
110,"OR6B3"
110,"OR6C1"
110,"OR6C2"
110,"OR6C3"
110,"OR6C4"
110,"OR6C6"
110,"OR6C65"
110,"OR6C68"
110,"OR6C70"
110,"OR6C74"
110,"OR6C75"
110,"OR6C76"
110,"OR6F1"
110,"OR6J1"
110,"OR6K2"
110,"OR6K3"
110,"OR6K6"
110,"OR6M1"
110,"OR6N1"
110,"OR6N2"
110,"OR6P1"
110,"OR6Q1"
110,"OR6S1"
110,"OR6T1"
110,"OR6V1"
110,"OR6X1"
110,"OR6Y1"
110,"OR7A10"
110,"OR7A17"
110,"OR7A5"
110,"OR7C1"
110,"OR7C2"
110,"OR7D2"
110,"OR7D4"
110,"OR7E24"
110,"OR7G1"
110,"OR7G2"
110,"OR7G3"
110,"OR8A1"
110,"OR8B12"
110,"OR8B2"
110,"OR8B3"
110,"OR8B4"
110,"OR8B8"
110,"OR8D1"
110,"OR8D2"
110,"OR8D4"
110,"OR8G1"
110,"OR8G5"
110,"OR8H1"
110,"OR8H2"
110,"OR8H3"
110,"OR8I2"
110,"OR8J1"
110,"OR8J3"
110,"OR8K1"
110,"OR8K3"
110,"OR8K5"
110,"OR8S1"
110,"OR8U1"
110,"OR9A2"
110,"OR9A4"
110,"OR9G1"
110,"OR9G4"
110,"OR9I1"
110,"OR9K2"
110,"OR9Q1"
110,"OR9Q2"
110,"ORAI1"
110,"ORAI2"
110,"ORAI3"
110,"ORC1"
110,"ORC2"
110,"ORC3"
110,"ORC4"
110,"ORC5"
110,"ORC6"
110,"ORM1"
110,"ORM2"
110,"ORMDL1"
110,"ORMDL2"
110,"ORMDL3"
110,"OS9"
110,"OSBP"
110,"OSBP2"
110,"OSBPL10"
111,"OSBPL11"
111,"OSBPL1A"
111,"OSBPL2"
111,"OSBPL3"
111,"OSBPL5"
111,"OSBPL6"
111,"OSBPL7"
111,"OSBPL8"
111,"OSBPL9"
111,"OSCAR"
111,"OSCP1"
111,"OSER1"
111,"OSGEP"
111,"OSGEPL1"
111,"OSGIN1"
111,"OSGIN2"
111,"OSM"
111,"OSMR"
111,"OSR1"
111,"OSR2"
111,"OST4"
111,"OSTC"
111,"OSTF1"
111,"OSTM1"
111,"OSTN"
111,"OTC"
