"gene","tissue","issue","message"
"SPANXB1","","gene_error","PLINK failed for SPANXB1 on chromosome X with exit status 7"
"SPANXC","","gene_error","PLINK failed for SPANXC on chromosome X with exit status 7"
"SPANXD","","gene_error","PLINK failed for SPANXD on chromosome X with exit status 7"
"SPANXN1","","gene_error","PLINK failed for SPANXN1 on chromosome X with exit status 7"
"SPANXN2","","gene_error","PLINK failed for SPANXN2 on chromosome X with exit status 7"
"SPANXN3","","gene_error","PLINK failed for SPANXN3 on chromosome X with exit status 7"
"SPANXN4","","gene_error","PLINK failed for SPANXN4 on chromosome X with exit status 7"
"SPANXN5","","gene_error","PLINK failed for SPANXN5 on chromosome X with exit status 7"
"SPIN2A","","gene_error","PLINK failed for SPIN2A on chromosome X with exit status 7"
"SPIN2B","","gene_error","PLINK failed for SPIN2B on chromosome X with exit status 7"
"SPIN3","","gene_error","PLINK failed for SPIN3 on chromosome X with exit status 7"
"SPIN4","","gene_error","PLINK failed for SPIN4 on chromosome X with exit status 7"
"SPRY3","","gene_error","PLINK failed for SPRY3 on chromosome X with exit status 7"
"SRPK3","","gene_error","PLINK failed for SRPK3 on chromosome X with exit status 7"
"SRPX","","gene_error","PLINK failed for SRPX on chromosome X with exit status 7"
"SRPX2","","gene_error","PLINK failed for SRPX2 on chromosome X with exit status 7"
"SRY","","gene_error","PLINK failed for SRY on chromosome Y with exit status 7"
"SSR4","","gene_error","PLINK failed for SSR4 on chromosome X with exit status 7"
"SSX1","","gene_error","PLINK failed for SSX1 on chromosome X with exit status 7"
"SSX2","","gene_error","PLINK failed for SSX2 on chromosome X with exit status 7"
"SSX2B","","gene_error","PLINK failed for SSX2B on chromosome X with exit status 7"
"SSX3","","gene_error","PLINK failed for SSX3 on chromosome X with exit status 7"
"SSX4","","gene_error","PLINK failed for SSX4 on chromosome X with exit status 7"
"SSX4B","","gene_error","PLINK failed for SSX4B on chromosome X with exit status 7"
"SSX5","","gene_error","PLINK failed for SSX5 on chromosome X with exit status 7"
"SSX7","","gene_error","PLINK failed for SSX7 on chromosome X with exit status 7"
"STAG2","","gene_error","PLINK failed for STAG2 on chromosome X with exit status 7"
"STARD8","","gene_error","PLINK failed for STARD8 on chromosome X with exit status 7"
"STK26","","gene_error","PLINK failed for STK26 on chromosome X with exit status 7"
"STS","","gene_error","PLINK failed for STS on chromosome X with exit status 7"
"SUPT20HL1","","gene_error","PLINK failed for SUPT20HL1 on chromosome X with exit status 7"
"SUPT20HL2","","gene_error","PLINK failed for SUPT20HL2 on chromosome X with exit status 7"
"SUV39H1","","gene_error","PLINK failed for SUV39H1 on chromosome X with exit status 7"
"SYAP1","","gene_error","PLINK failed for SYAP1 on chromosome X with exit status 7"
"SYN1","","gene_error","PLINK failed for SYN1 on chromosome X with exit status 7"
"SYP","","gene_error","PLINK failed for SYP on chromosome X with exit status 7"
"SYTL4","","gene_error","PLINK failed for SYTL4 on chromosome X with exit status 7"
"SYTL5","","gene_error","PLINK failed for SYTL5 on chromosome X with exit status 7"
"TAB3","","gene_error","PLINK failed for TAB3 on chromosome X with exit status 7"
"TAF1","","gene_error","PLINK failed for TAF1 on chromosome X with exit status 7"
"TAF7L","","gene_error","PLINK failed for TAF7L on chromosome X with exit status 7"
"TAF9B","","gene_error","PLINK failed for TAF9B on chromosome X with exit status 7"
"TAZ","","gene_error","PLINK failed for TAZ on chromosome X with exit status 7"
"TBC1D25","","gene_error","PLINK failed for TBC1D25 on chromosome X with exit status 7"
"TBC1D8B","","gene_error","PLINK failed for TBC1D8B on chromosome X with exit status 7"
"TBL1X","","gene_error","PLINK failed for TBL1X on chromosome X with exit status 7"
"TBL1Y","","gene_error","PLINK failed for TBL1Y on chromosome Y with exit status 7"
"TBX22","","gene_error","PLINK failed for TBX22 on chromosome X with exit status 7"
"TCEAL1","","gene_error","PLINK failed for TCEAL1 on chromosome X with exit status 7"
"TCEAL2","","gene_error","PLINK failed for TCEAL2 on chromosome X with exit status 7"
"TCEAL3","","gene_error","PLINK failed for TCEAL3 on chromosome X with exit status 7"
"TCEAL4","","gene_error","PLINK failed for TCEAL4 on chromosome X with exit status 7"
"TCEAL5","","gene_error","PLINK failed for TCEAL5 on chromosome X with exit status 7"
"TCEAL6","","gene_error","PLINK failed for TCEAL6 on chromosome X with exit status 7"
"TCEAL7","","gene_error","PLINK failed for TCEAL7 on chromosome X with exit status 7"
"TCEAL8","","gene_error","PLINK failed for TCEAL8 on chromosome X with exit status 7"
"TCEAL9","","gene_error","PLINK failed for TCEAL9 on chromosome X with exit status 7"
"TCEANC","","gene_error","PLINK failed for TCEANC on chromosome X with exit status 7"
"TCP11X1","","gene_error","PLINK failed for TCP11X1 on chromosome X with exit status 7"
"TCP11X2","","gene_error","PLINK failed for TCP11X2 on chromosome X with exit status 7"
"TENM1","","gene_error","PLINK failed for TENM1 on chromosome X with exit status 7"
"TEX11","","gene_error","PLINK failed for TEX11 on chromosome X with exit status 7"
"TEX13A","","gene_error","PLINK failed for TEX13A on chromosome X with exit status 7"
"TEX13B","","gene_error","PLINK failed for TEX13B on chromosome X with exit status 7"
"TEX13C","","gene_error","PLINK failed for TEX13C on chromosome X with exit status 7"
"TEX13D","","gene_error","PLINK failed for TEX13D on chromosome X with exit status 7"
"TEX28","","gene_error","PLINK failed for TEX28 on chromosome X with exit status 7"
"TFDP3","","gene_error","PLINK failed for TFDP3 on chromosome X with exit status 7"
"TFE3","","gene_error","PLINK failed for TFE3 on chromosome X with exit status 7"
"TGIF2LX","","gene_error","PLINK failed for TGIF2LX on chromosome X with exit status 7"
"TGIF2LY","","gene_error","PLINK failed for TGIF2LY on chromosome Y with exit status 7"
"THOC2","","gene_error","PLINK failed for THOC2 on chromosome X with exit status 7"
"TIMM17B","","gene_error","PLINK failed for TIMM17B on chromosome X with exit status 7"
"TIMM8A","","gene_error","PLINK failed for TIMM8A on chromosome X with exit status 7"
"TIMP1","","gene_error","PLINK failed for TIMP1 on chromosome X with exit status 7"
"TKTL1","","gene_error","PLINK failed for TKTL1 on chromosome X with exit status 7"
"TLR7","","gene_error","PLINK failed for TLR7 on chromosome X with exit status 7"
"TLR8","","gene_error","PLINK failed for TLR8 on chromosome X with exit status 7"
"TMEM164","","gene_error","PLINK failed for TMEM164 on chromosome X with exit status 7"
"TMEM185A","","gene_error","PLINK failed for TMEM185A on chromosome X with exit status 7"
"TMEM187","","gene_error","PLINK failed for TMEM187 on chromosome X with exit status 7"
"TMEM255A","","gene_error","PLINK failed for TMEM255A on chromosome X with exit status 7"
"TMEM31","","gene_error","PLINK failed for TMEM31 on chromosome X with exit status 7"
"TMEM35A","","gene_error","PLINK failed for TMEM35A on chromosome X with exit status 7"
"TMEM47","","gene_error","PLINK failed for TMEM47 on chromosome X with exit status 7"
"TMLHE","","gene_error","PLINK failed for TMLHE on chromosome X with exit status 7"
"TMSB15A","","gene_error","PLINK failed for TMSB15A on chromosome X with exit status 7"
"TMSB15B","","gene_error","PLINK failed for TMSB15B on chromosome X with exit status 7"
"TMSB4X","","gene_error","PLINK failed for TMSB4X on chromosome X with exit status 7"
"TMSB4Y","","gene_error","PLINK failed for TMSB4Y on chromosome Y with exit status 7"
"TNMD","","gene_error","PLINK failed for TNMD on chromosome X with exit status 7"
"TRAPPC2","","gene_error","PLINK failed for TRAPPC2 on chromosome X with exit status 7"
"TREX2","","gene_error","PLINK failed for TREX2 on chromosome X with exit status 7"
"TRMT2B","","gene_error","PLINK failed for TRMT2B on chromosome X with exit status 7"
"TRO","","gene_error","PLINK failed for TRO on chromosome X with exit status 7"
"TRPC5","","gene_error","PLINK failed for TRPC5 on chromosome X with exit status 7"
"TRPC5OS","","gene_error","PLINK failed for TRPC5OS on chromosome X with exit status 7"
"TSC22D3","","gene_error","PLINK failed for TSC22D3 on chromosome X with exit status 7"
"TSPAN6","","gene_error","PLINK failed for TSPAN6 on chromosome X with exit status 7"
"TSPAN7","","gene_error","PLINK failed for TSPAN7 on chromosome X with exit status 7"
"TSPY1","","gene_error","PLINK failed for TSPY1 on chromosome Y with exit status 7"
"TSPY10","","gene_error","PLINK failed for TSPY10 on chromosome Y with exit status 7"
"TSPY2","","gene_error","PLINK failed for TSPY2 on chromosome Y with exit status 7"
"TSPY3","","gene_error","PLINK failed for TSPY3 on chromosome Y with exit status 7"
"TSPY4","","gene_error","PLINK failed for TSPY4 on chromosome Y with exit status 7"
"TSPY8","","gene_error","PLINK failed for TSPY8 on chromosome Y with exit status 7"
"TSPY9P","","gene_error","PLINK failed for TSPY9P on chromosome Y with exit status 7"
"TSPYL2","","gene_error","PLINK failed for TSPYL2 on chromosome X with exit status 7"
"TSR2","","gene_error","PLINK failed for TSR2 on chromosome X with exit status 7"
"TXLNG","","gene_error","PLINK failed for TXLNG on chromosome X with exit status 7"
"UBA1","","gene_error","PLINK failed for UBA1 on chromosome X with exit status 7"
"UBE2A","","gene_error","PLINK failed for UBE2A on chromosome X with exit status 7"
"UBL4A","","gene_error","PLINK failed for UBL4A on chromosome X with exit status 7"
"UBQLN2","","gene_error","PLINK failed for UBQLN2 on chromosome X with exit status 7"
"UPF3B","","gene_error","PLINK failed for UPF3B on chromosome X with exit status 7"
"UPRT","","gene_error","PLINK failed for UPRT on chromosome X with exit status 7"
"USP11","","gene_error","PLINK failed for USP11 on chromosome X with exit status 7"
"USP17L12","","no_successful_tissues","No tissue fits in result"
"USP17L19","","no_successful_tissues","No tissue fits in result"
"USP17L20","","no_successful_tissues","No tissue fits in result"
"USP17L21","","no_successful_tissues","No tissue fits in result"
"USP17L24","","no_successful_tissues","No tissue fits in result"
"USP17L25","","no_successful_tissues","No tissue fits in result"
"USP17L26","","no_successful_tissues","No tissue fits in result"
"USP17L27","","no_successful_tissues","No tissue fits in result"
"USP17L28","","no_successful_tissues","No tissue fits in result"
"USP17L29","","no_successful_tissues","No tissue fits in result"
"USP17L30","","no_successful_tissues","No tissue fits in result"
"USP26","","gene_error","PLINK failed for USP26 on chromosome X with exit status 7"
"USP27X","","gene_error","PLINK failed for USP27X on chromosome X with exit status 7"
"USP51","","gene_error","PLINK failed for USP51 on chromosome X with exit status 7"
"USP9X","","gene_error","PLINK failed for USP9X on chromosome X with exit status 7"
"USP9Y","","gene_error","PLINK failed for USP9Y on chromosome Y with exit status 7"
"UTP14A","","gene_error","PLINK failed for UTP14A on chromosome X with exit status 7"
"UTY","","gene_error","PLINK failed for UTY on chromosome Y with exit status 7"
"UXT","","gene_error","PLINK failed for UXT on chromosome X with exit status 7"
"VAMP7","","gene_error","PLINK failed for VAMP7 on chromosome X with exit status 7"
"VBP1","","gene_error","PLINK failed for VBP1 on chromosome X with exit status 7"
"VCX","","gene_error","PLINK failed for VCX on chromosome X with exit status 7"
"VCX2","","gene_error","PLINK failed for VCX2 on chromosome X with exit status 7"
"VCX3A","","gene_error","PLINK failed for VCX3A on chromosome X with exit status 7"
"VCX3B","","gene_error","PLINK failed for VCX3B on chromosome X with exit status 7"
"VCY","","gene_error","PLINK failed for VCY on chromosome Y with exit status 7"
"VCY1B","","gene_error","PLINK failed for VCY1B on chromosome Y with exit status 7"
"VEGFD","","gene_error","PLINK failed for VEGFD on chromosome X with exit status 7"
"VGLL1","","gene_error","PLINK failed for VGLL1 on chromosome X with exit status 7"
"VMA21","","gene_error","PLINK failed for VMA21 on chromosome X with exit status 7"
"VSIG1","","gene_error","PLINK failed for VSIG1 on chromosome X with exit status 7"
"VSIG4","","gene_error","PLINK failed for VSIG4 on chromosome X with exit status 7"
"WAS","","gene_error","PLINK failed for WAS on chromosome X with exit status 7"
"WASH6P","","gene_error","PLINK failed for WASH6P on chromosome X with exit status 7"
"WDR13","","gene_error","PLINK failed for WDR13 on chromosome X with exit status 7"
"WDR44","","gene_error","PLINK failed for WDR44 on chromosome X with exit status 7"
"WDR45","","gene_error","PLINK failed for WDR45 on chromosome X with exit status 7"
"WNK3","","gene_error","PLINK failed for WNK3 on chromosome X with exit status 7"
"WWC3","","gene_error","PLINK failed for WWC3 on chromosome X with exit status 7"
"XAGE1A","","gene_error","PLINK failed for XAGE1A on chromosome X with exit status 7"
"XAGE1B","","gene_error","PLINK failed for XAGE1B on chromosome X with exit status 7"
"XAGE2","","gene_error","PLINK failed for XAGE2 on chromosome X with exit status 7"
"XAGE3","","gene_error","PLINK failed for XAGE3 on chromosome X with exit status 7"
"XAGE5","","gene_error","PLINK failed for XAGE5 on chromosome X with exit status 7"
"XG","","gene_error","PLINK failed for XG on chromosome X with exit status 7"
"XIAP","","gene_error","PLINK failed for XIAP on chromosome X with exit status 7"
"XK","","gene_error","PLINK failed for XK on chromosome X with exit status 7"
"XKRX","","gene_error","PLINK failed for XKRX on chromosome X with exit status 7"
"XPNPEP2","","gene_error","PLINK failed for XPNPEP2 on chromosome X with exit status 7"
"YIPF6","","gene_error","PLINK failed for YIPF6 on chromosome X with exit status 7"
"YY2","","gene_error","PLINK failed for YY2 on chromosome X with exit status 7"
"ZBED1","","gene_error","PLINK failed for ZBED1 on chromosome X with exit status 7"
"ZBTB33","","gene_error","PLINK failed for ZBTB33 on chromosome X with exit status 7"
"ZBTB9","","no_successful_tissues","No tissue fits in result"
"ZC3H12B","","gene_error","PLINK failed for ZC3H12B on chromosome X with exit status 7"
"ZC4H2","","gene_error","PLINK failed for ZC4H2 on chromosome X with exit status 7"
"ZCCHC12","","gene_error","PLINK failed for ZCCHC12 on chromosome X with exit status 7"
"ZCCHC13","","gene_error","PLINK failed for ZCCHC13 on chromosome X with exit status 7"
"ZCCHC18","","gene_error","PLINK failed for ZCCHC18 on chromosome X with exit status 7"
"ZDHHC15","","gene_error","PLINK failed for ZDHHC15 on chromosome X with exit status 7"
"ZDHHC9","","gene_error","PLINK failed for ZDHHC9 on chromosome X with exit status 7"
"ZFP92","","gene_error","PLINK failed for ZFP92 on chromosome X with exit status 7"
"ZFX","","gene_error","PLINK failed for ZFX on chromosome X with exit status 7"
"ZFY","","gene_error","PLINK failed for ZFY on chromosome Y with exit status 7"
"ZIC3","","gene_error","PLINK failed for ZIC3 on chromosome X with exit status 7"
"ZMAT1","","gene_error","PLINK failed for ZMAT1 on chromosome X with exit status 7"
"ZMYM3","","gene_error","PLINK failed for ZMYM3 on chromosome X with exit status 7"
"ZNF157","","gene_error","PLINK failed for ZNF157 on chromosome X with exit status 7"
"ZNF182","","gene_error","PLINK failed for ZNF182 on chromosome X with exit status 7"
"ZNF185","","gene_error","PLINK failed for ZNF185 on chromosome X with exit status 7"
"ZNF275","","gene_error","PLINK failed for ZNF275 on chromosome X with exit status 7"
"ZNF280C","","gene_error","PLINK failed for ZNF280C on chromosome X with exit status 7"
"ZNF41","","gene_error","PLINK failed for ZNF41 on chromosome X with exit status 7"
"ZNF449","","gene_error","PLINK failed for ZNF449 on chromosome X with exit status 7"
"ZNF630","","gene_error","PLINK failed for ZNF630 on chromosome X with exit status 7"
"ZNF674","","gene_error","PLINK failed for ZNF674 on chromosome X with exit status 7"
"ZNF711","","gene_error","PLINK failed for ZNF711 on chromosome X with exit status 7"
"ZNF75D","","gene_error","PLINK failed for ZNF75D on chromosome X with exit status 7"
"ZNF81","","gene_error","PLINK failed for ZNF81 on chromosome X with exit status 7"
"ZRSR2","","gene_error","PLINK failed for ZRSR2 on chromosome X with exit status 7"
"ZXDA","","gene_error","PLINK failed for ZXDA on chromosome X with exit status 7"
"ZXDB","","gene_error","PLINK failed for ZXDB on chromosome X with exit status 7"
